id,pokemon_id,generation_id,hp,attack,defense,special_attack,special_defense,speed,meta
485,83,3,52,65,55,58,62,60,farfetchd -- generation 3
486,84,3,35,85,45,35,35,75,doduo -- generation 3
487,85,3,60,110,70,60,60,100,dodrio -- generation 3
488,86,3,65,45,55,45,70,45,seel -- generation 3
489,87,3,90,70,80,70,95,70,dewgong -- generation 3
490,88,3,80,80,50,40,50,25,grimer -- generation 3
491,89,3,105,105,75,65,100,50,muk -- generation 3
492,90,3,30,65,100,45,25,40,shellder -- generation 3
493,91,3,50,95,180,85,45,70,cloyster -- generation 3
494,92,3,30,35,30,100,35,80,gastly -- generation 3
495,93,3,45,50,45,115,55,95,haunter -- generation 3
496,94,3,60,65,60,130,75,110,gengar -- generation 3
497,95,3,35,45,160,30,45,70,onix -- generation 3
498,96,3,60,48,45,43,90,42,drowzee -- generation 3
499,97,3,85,73,70,73,115,67,hypno -- generation 3
500,98,3,30,105,90,25,25,50,krabby -- generation 3
501,99,3,55,130,115,50,50,75,kingler -- generation 3
502,100,3,40,30,50,55,55,100,voltorb -- generation 3
503,101,3,60,50,70,80,80,140,electrode -- generation 3
504,102,3,60,40,80,60,45,40,exeggcute -- generation 3
505,103,3,95,95,85,125,65,55,exeggutor -- generation 3
506,104,3,50,50,95,40,50,35,cubone -- generation 3
507,105,3,60,80,110,50,80,45,marowak -- generation 3
508,106,3,50,120,53,35,110,87,hitmonlee -- generation 3
509,107,3,50,105,79,35,110,76,hitmonchan -- generation 3
510,108,3,90,55,75,60,75,30,lickitung -- generation 3
511,109,3,40,65,95,60,45,35,koffing -- generation 3
512,110,3,65,90,120,85,70,60,weezing -- generation 3
513,111,3,80,85,95,30,30,25,rhyhorn -- generation 3
514,112,3,105,130,120,45,45,40,rhydon -- generation 3
515,113,3,250,5,5,35,105,50,chansey -- generation 3
516,114,3,65,55,115,100,40,60,tangela -- generation 3
517,115,3,105,95,80,40,80,90,kangaskhan -- generation 3
518,116,3,30,40,70,70,25,60,horsea -- generation 3
519,117,3,55,65,95,95,45,85,seadra -- generation 3
520,118,3,45,67,60,35,50,63,goldeen -- generation 3
521,119,3,80,92,65,65,80,68,seaking -- generation 3
522,120,3,30,45,55,70,55,85,staryu -- generation 3
523,121,3,60,75,85,100,85,115,starmie -- generation 3
524,122,3,40,45,65,100,120,90,mrmime -- generation 3
525,123,3,70,110,80,55,80,105,scyther -- generation 3
526,124,3,65,50,35,115,95,95,jynx -- generation 3
527,125,3,65,83,57,95,85,105,electabuzz -- generation 3
528,126,3,65,95,57,100,85,93,magmar -- generation 3
529,127,3,65,125,100,55,70,85,pinsir -- generation 3
530,128,3,75,100,95,40,70,110,tauros -- generation 3
531,129,3,20,10,55,15,20,80,magikarp -- generation 3
532,130,3,95,125,79,60,100,81,gyarados -- generation 3
533,131,3,130,85,80,85,95,60,lapras -- generation 3
534,132,3,48,48,48,48,48,48,ditto -- generation 3
535,133,3,55,55,50,45,65,55,eevee -- generation 3
536,134,3,130,65,60,110,95,65,vaporeon -- generation 3
537,135,3,65,65,60,110,95,130,jolteon -- generation 3
538,136,3,65,130,60,95,110,65,flareon -- generation 3
539,137,3,65,60,70,85,75,40,porygon -- generation 3
540,138,3,35,40,100,90,55,35,omanyte -- generation 3
541,139,3,70,60,125,115,70,55,omastar -- generation 3
542,140,3,30,80,90,55,45,55,kabuto -- generation 3
543,141,3,60,115,105,65,70,80,kabutops -- generation 3
544,142,3,80,105,65,60,75,130,aerodactyl -- generation 3
545,143,3,160,110,65,65,110,30,snorlax -- generation 3
546,144,3,90,85,100,95,125,85,articuno -- generation 3
547,145,3,90,90,85,125,90,100,zapdos -- generation 3
548,146,3,90,100,90,125,85,90,moltres -- generation 3
549,147,3,41,64,45,50,50,50,dratini -- generation 3
550,148,3,61,84,65,70,70,70,dragonair -- generation 3
551,149,3,91,134,95,100,100,80,dragonite -- generation 3
552,150,3,106,110,90,154,90,130,mewtwo -- generation 3
553,151,3,100,100,100,100,100,100,mew -- generation 3
554,152,3,45,49,65,49,65,45,chikorita -- generation 3
555,153,3,60,62,80,63,80,60,bayleef -- generation 3
556,154,3,80,82,100,83,100,80,meganium -- generation 3
557,155,3,39,52,43,60,50,65,cyndaquil -- generation 3
558,156,3,58,64,58,80,65,80,quilava -- generation 3
559,157,3,78,84,78,109,85,100,typhlosion -- generation 3
560,158,3,50,65,64,44,48,43,totodile -- generation 3
561,159,3,65,80,80,59,63,58,croconaw -- generation 3
562,160,3,85,105,100,79,83,78,feraligatr -- generation 3
563,161,3,35,46,34,35,45,20,sentret -- generation 3
564,162,3,85,76,64,45,55,90,furret -- generation 3
565,163,3,60,30,30,36,56,50,hoothoot -- generation 3
566,164,3,100,50,50,76,96,70,noctowl -- generation 3
567,165,3,40,20,30,40,80,55,ledyba -- generation 3
568,166,3,55,35,50,55,110,85,ledian -- generation 3
569,167,3,40,60,40,40,40,30,spinarak -- generation 3
570,168,3,70,90,70,60,60,40,ariados -- generation 3
571,169,3,85,90,80,70,80,130,crobat -- generation 3
572,170,3,75,38,38,56,56,67,chinchou -- generation 3
573,171,3,125,58,58,76,76,67,lanturn -- generation 3
574,172,3,20,40,15,35,35,60,pichu -- generation 3
575,173,3,50,25,28,45,55,15,cleffa -- generation 3
576,174,3,90,30,15,40,20,15,igglybuff -- generation 3
577,175,3,35,20,65,40,65,20,togepi -- generation 3
578,176,3,55,40,85,80,105,40,togetic -- generation 3
579,177,3,40,50,45,70,45,70,natu -- generation 3
580,178,3,65,75,70,95,70,95,xatu -- generation 3
581,179,3,55,40,40,65,45,35,mareep -- generation 3
582,180,3,70,55,55,80,60,45,flaaffy -- generation 3
583,181,3,90,75,75,115,90,55,ampharos -- generation 3
584,182,3,75,80,85,90,100,50,bellossom -- generation 3
585,183,3,70,20,50,20,50,40,marill -- generation 3
586,184,3,100,50,80,50,80,50,azumarill -- generation 3
587,185,3,70,100,115,30,65,30,sudowoodo -- generation 3
588,186,3,90,75,75,90,100,70,politoed -- generation 3
589,187,3,35,35,40,35,55,50,hoppip -- generation 3
590,188,3,55,45,50,45,65,80,skiploom -- generation 3
591,189,3,75,55,70,55,85,110,jumpluff -- generation 3
592,190,3,55,70,55,40,55,85,aipom -- generation 3
593,191,3,30,30,30,30,30,30,sunkern -- generation 3
594,192,3,75,75,55,105,85,30,sunflora -- generation 3
595,193,3,65,65,45,75,45,95,yanma -- generation 3
596,194,3,55,45,45,25,25,15,wooper -- generation 3
597,195,3,95,85,85,65,65,35,quagsire -- generation 3
598,196,3,65,65,60,130,95,110,espeon -- generation 3
599,197,3,95,65,110,60,130,65,umbreon -- generation 3
600,198,3,60,85,42,85,42,91,murkrow -- generation 3
601,199,3,95,75,80,100,110,30,slowking -- generation 3
602,200,3,60,60,60,85,85,85,misdreavus -- generation 3
603,201,3,48,72,48,72,48,48,unown -- generation 3
604,202,3,190,33,58,33,58,33,wobbuffet -- generation 3
605,203,3,70,80,65,90,65,85,girafarig -- generation 3
606,204,3,50,65,90,35,35,15,pineco -- generation 3
607,205,3,75,90,140,60,60,40,forretress -- generation 3
608,206,3,100,70,70,65,65,45,dunsparce -- generation 3
609,207,3,65,75,105,35,65,85,gligar -- generation 3
610,208,3,75,85,200,55,65,30,steelix -- generation 3
611,209,3,60,80,50,40,40,30,snubbull -- generation 3
612,210,3,90,120,75,60,60,45,granbull -- generation 3
613,211,3,65,95,75,55,55,85,qwilfish -- generation 3
614,212,3,70,130,100,55,80,65,scizor -- generation 3
615,213,3,20,10,230,10,230,5,shuckle -- generation 3
616,214,3,80,125,75,40,95,85,heracross -- generation 3
617,215,3,55,95,55,35,75,115,sneasel -- generation 3
618,216,3,60,80,50,50,50,40,teddiursa -- generation 3
619,217,3,90,130,75,75,75,55,ursaring -- generation 3
620,218,3,40,40,40,70,40,20,slugma -- generation 3
621,219,3,50,50,120,80,80,30,magcargo -- generation 3
622,220,3,50,50,40,30,30,50,swinub -- generation 3
623,221,3,100,100,80,60,60,50,piloswine -- generation 3
624,222,3,55,55,85,65,85,35,corsola -- generation 3
625,223,3,35,65,35,65,35,65,remoraid -- generation 3
626,224,3,75,105,75,105,75,45,octillery -- generation 3
627,225,3,45,55,45,65,45,75,delibird -- generation 3
628,226,3,65,40,70,80,140,70,mantine -- generation 3
629,227,3,65,80,140,40,70,70,skarmory -- generation 3
630,228,3,45,60,30,80,50,65,houndour -- generation 3
631,229,3,75,90,50,110,80,95,houndoom -- generation 3
632,230,3,75,95,95,95,95,85,kingdra -- generation 3
633,231,3,90,60,60,40,40,40,phanpy -- generation 3
634,232,3,90,120,120,60,60,50,donphan -- generation 3
635,233,3,85,80,90,105,95,60,porygon2 -- generation 3
636,234,3,73,95,62,85,65,85,stantler -- generation 3
637,235,3,55,20,35,20,45,75,smeargle -- generation 3
638,236,3,35,35,35,35,35,35,tyrogue -- generation 3
639,237,3,50,95,95,35,110,70,hitmontop -- generation 3
640,238,3,45,30,15,85,65,65,smoochum -- generation 3
641,239,3,45,63,37,65,55,95,elekid -- generation 3
642,240,3,45,75,37,70,55,83,magby -- generation 3
643,241,3,95,80,105,40,70,100,miltank -- generation 3
644,242,3,255,10,10,75,135,55,blissey -- generation 3
645,243,3,90,85,75,115,100,115,raikou -- generation 3
646,244,3,115,115,85,90,75,100,entei -- generation 3
647,245,3,100,75,115,90,115,85,suicune -- generation 3
648,246,3,50,64,50,45,50,41,larvitar -- generation 3
649,247,3,70,84,70,65,70,51,pupitar -- generation 3
650,248,3,100,134,110,95,100,61,tyranitar -- generation 3
651,249,3,106,90,130,90,154,110,lugia -- generation 3
652,250,3,106,130,90,110,154,90,hooh -- generation 3
653,251,3,100,100,100,100,100,100,celebi -- generation 3
654,252,3,40,45,35,65,55,70,treecko -- generation 3
655,253,3,50,65,45,85,65,95,grovyle -- generation 3
656,254,3,70,85,65,105,85,120,sceptile -- generation 3
657,255,3,45,60,40,70,50,45,torchic -- generation 3
658,256,3,60,85,60,85,60,55,combusken -- generation 3
659,257,3,80,120,70,110,70,80,blaziken -- generation 3
660,258,3,50,70,50,50,50,40,mudkip -- generation 3
661,259,3,70,85,70,60,70,50,marshtomp -- generation 3
662,260,3,100,110,90,85,90,60,swampert -- generation 3
663,261,3,35,55,35,30,30,35,poochyena -- generation 3
664,262,3,70,90,70,60,60,70,mightyena -- generation 3
665,263,3,38,30,41,30,41,60,zigzagoon -- generation 3
666,264,3,78,70,61,50,61,100,linoone -- generation 3
667,265,3,45,45,35,20,30,20,wurmple -- generation 3
668,266,3,50,35,55,25,25,15,silcoon -- generation 3
669,267,3,60,70,50,90,50,65,beautifly -- generation 3
670,268,3,50,35,55,25,25,15,cascoon -- generation 3
671,269,3,60,50,70,50,90,65,dustox -- generation 3
672,270,3,40,30,30,40,50,30,lotad -- generation 3
673,271,3,60,50,50,60,70,50,lombre -- generation 3
674,272,3,80,70,70,90,100,70,ludicolo -- generation 3
675,273,3,40,40,50,30,30,30,seedot -- generation 3
676,274,3,70,70,40,60,40,60,nuzleaf -- generation 3
677,275,3,90,100,60,90,60,80,shiftry -- generation 3
678,276,3,40,55,30,30,30,85,taillow -- generation 3
679,277,3,60,85,60,50,50,125,swellow -- generation 3
680,278,3,40,30,30,55,30,85,wingull -- generation 3
681,279,3,60,50,100,85,70,65,pelipper -- generation 3
682,280,3,28,25,25,45,35,40,ralts -- generation 3
683,281,3,38,35,35,65,55,50,kirlia -- generation 3
684,282,3,68,65,65,125,115,80,gardevoir -- generation 3
685,283,3,40,30,32,50,52,65,surskit -- generation 3
686,284,3,70,60,62,80,82,60,masquerain -- generation 3
687,285,3,60,40,60,40,60,35,shroomish -- generation 3
688,286,3,60,130,80,60,60,70,breloom -- generation 3
689,287,3,60,60,60,35,35,30,slakoth -- generation 3
690,288,3,80,80,80,55,55,90,vigoroth -- generation 3
691,289,3,150,160,100,95,65,100,slaking -- generation 3
692,290,3,31,45,90,30,30,40,nincada -- generation 3
693,291,3,61,90,45,50,50,160,ninjask -- generation 3
694,292,3,1,90,45,30,30,40,shedinja -- generation 3
695,293,3,64,51,23,51,23,28,whismur -- generation 3
696,294,3,84,71,43,71,43,48,loudred -- generation 3
697,295,3,104,91,63,91,63,68,exploud -- generation 3
698,296,3,72,60,30,20,30,25,makuhita -- generation 3
699,297,3,144,120,60,40,60,50,hariyama -- generation 3
700,298,3,50,20,40,20,40,20,azurill -- generation 3
701,299,3,30,45,135,45,90,30,nosepass -- generation 3
702,300,3,50,45,45,35,35,50,skitty -- generation 3
703,301,3,70,65,65,55,55,70,delcatty -- generation 3
704,302,3,50,75,75,65,65,50,sableye -- generation 3
705,303,3,50,85,85,55,55,50,mawile -- generation 3
706,304,3,50,70,100,40,40,30,aron -- generation 3
707,305,3,60,90,140,50,50,40,lairon -- generation 3
708,306,3,70,110,180,60,60,50,aggron -- generation 3
709,307,3,30,40,55,40,55,60,meditite -- generation 3
710,308,3,60,60,75,60,75,80,medicham -- generation 3
711,309,3,40,45,40,65,40,65,electrike -- generation 3
712,310,3,70,75,60,105,60,105,manectric -- generation 3
713,311,3,60,50,40,85,75,95,plusle -- generation 3
714,312,3,60,40,50,75,85,95,minun -- generation 3
715,313,3,65,73,55,47,75,85,volbeat -- generation 3
716,314,3,65,47,55,73,75,85,illumise -- generation 3
717,315,3,50,60,45,100,80,65,roselia -- generation 3
718,316,3,70,43,53,43,53,40,gulpin -- generation 3
719,317,3,100,73,83,73,83,55,swalot -- generation 3
720,318,3,45,90,20,65,20,65,carvanha -- generation 3
721,319,3,70,120,40,95,40,95,sharpedo -- generation 3
722,320,3,130,70,35,70,35,60,wailmer -- generation 3
723,321,3,170,90,45,90,45,60,wailord -- generation 3
724,322,3,60,60,40,65,45,35,numel -- generation 3
725,323,3,70,100,70,105,75,40,camerupt -- generation 3
726,324,3,70,85,140,85,70,20,torkoal -- generation 3
727,325,3,60,25,35,70,80,60,spoink -- generation 3
728,326,3,80,45,65,90,110,80,grumpig -- generation 3
729,327,3,60,60,60,60,60,60,spinda -- generation 3
730,328,3,45,100,45,45,45,10,trapinch -- generation 3
731,329,3,50,70,50,50,50,70,vibrava -- generation 3
732,330,3,80,100,80,80,80,100,flygon -- generation 3
733,331,3,50,85,40,85,40,35,cacnea -- generation 3
734,332,3,70,115,60,115,60,55,cacturne -- generation 3
735,333,3,45,40,60,40,75,50,swablu -- generation 3
736,334,3,75,70,90,70,105,80,altaria -- generation 3
737,335,3,73,115,60,60,60,90,zangoose -- generation 3
738,336,3,73,100,60,100,60,65,seviper -- generation 3
739,337,3,70,55,65,95,85,70,lunatone -- generation 3
740,338,3,70,95,85,55,65,70,solrock -- generation 3
741,339,3,50,48,43,46,41,60,barboach -- generation 3
742,340,3,110,78,73,76,71,60,whiscash -- generation 3
743,341,3,43,80,65,50,35,35,corphish -- generation 3
744,342,3,63,120,85,90,55,55,crawdaunt -- generation 3
745,343,3,40,40,55,40,70,55,baltoy -- generation 3
746,344,3,60,70,105,70,120,75,claydol -- generation 3
747,345,3,66,41,77,61,87,23,lileep -- generation 3
748,346,3,86,81,97,81,107,43,cradily -- generation 3
749,347,3,45,95,50,40,50,75,anorith -- generation 3
750,348,3,75,125,100,70,80,45,armaldo -- generation 3
751,349,3,20,15,20,10,55,80,feebas -- generation 3
752,350,3,95,60,79,100,125,81,milotic -- generation 3
753,351,3,70,70,70,70,70,70,castform -- generation 3
754,352,3,60,90,70,60,120,40,kecleon -- generation 3
755,353,3,44,75,35,63,33,45,shuppet -- generation 3
756,354,3,64,115,65,83,63,65,banette -- generation 3
757,355,3,20,40,90,30,90,25,duskull -- generation 3
758,356,3,40,70,130,60,130,25,dusclops -- generation 3
759,357,3,99,68,83,72,87,51,tropius -- generation 3
760,358,3,65,50,70,95,80,65,chimecho -- generation 3
761,359,3,65,130,60,75,60,75,absol -- generation 3
762,360,3,95,23,48,23,48,23,wynaut -- generation 3
763,361,3,50,50,50,50,50,50,snorunt -- generation 3
764,362,3,80,80,80,80,80,80,glalie -- generation 3
765,363,3,70,40,50,55,50,25,spheal -- generation 3
766,364,3,90,60,70,75,70,45,sealeo -- generation 3
767,365,3,110,80,90,95,90,65,walrein -- generation 3
768,366,3,35,64,85,74,55,32,clamperl -- generation 3
769,367,3,55,104,105,94,75,52,huntail -- generation 3
770,368,3,55,84,105,114,75,52,gorebyss -- generation 3
771,369,3,100,90,130,45,65,55,relicanth -- generation 3
772,370,3,43,30,55,40,65,97,luvdisc -- generation 3
773,371,3,45,75,60,40,30,50,bagon -- generation 3
774,372,3,65,95,100,60,50,50,shelgon -- generation 3
775,373,3,95,135,80,110,80,100,salamence -- generation 3
776,374,3,40,55,80,35,60,30,beldum -- generation 3
777,375,3,60,75,100,55,80,50,metang -- generation 3
778,376,3,80,135,130,95,90,70,metagross -- generation 3
779,377,3,80,100,200,50,100,50,regirock -- generation 3
780,378,3,80,50,100,100,200,50,regice -- generation 3
781,379,3,80,75,150,75,150,50,registeel -- generation 3
782,380,3,80,80,90,110,130,110,latias -- generation 3
783,381,3,80,90,80,130,110,110,latios -- generation 3
784,382,3,100,100,90,150,140,90,kyogre -- generation 3
785,383,3,100,150,140,100,90,90,groudon -- generation 3
786,384,3,105,150,90,150,90,95,rayquaza -- generation 3
787,385,3,100,100,100,100,100,100,jirachi -- generation 3
788,386,3,50,150,50,150,50,150,deoxys -- generation 3
789,1,4,45,49,49,65,65,45,bulbasaur -- generation 4
790,2,4,60,62,63,80,80,60,ivysaur -- generation 4
791,3,4,80,82,83,100,100,80,venusaur -- generation 4
792,4,4,39,52,43,60,50,65,charmander -- generation 4
793,5,4,58,64,58,80,65,80,charmeleon -- generation 4
794,6,4,78,84,78,109,85,100,charizard -- generation 4
795,7,4,44,48,65,50,64,43,squirtle -- generation 4
796,8,4,59,63,80,65,80,58,wartortle -- generation 4
797,9,4,79,83,100,85,105,78,blastoise -- generation 4
798,10,4,45,30,35,20,20,45,caterpie -- generation 4
799,11,4,50,20,55,25,25,30,metapod -- generation 4
800,12,4,60,45,50,80,80,70,butterfree -- generation 4
801,13,4,40,35,30,20,20,50,weedle -- generation 4
802,14,4,45,25,50,25,25,35,kakuna -- generation 4
803,15,4,65,80,40,45,80,75,beedrill -- generation 4
804,16,4,40,45,40,35,35,56,pidgey -- generation 4
805,17,4,63,60,55,50,50,71,pidgeotto -- generation 4
806,18,4,83,80,75,70,70,91,pidgeot -- generation 4
807,19,4,30,56,35,25,35,72,rattata -- generation 4
808,20,4,55,81,60,50,70,97,raticate -- generation 4
809,21,4,40,60,30,31,31,70,spearow -- generation 4
810,22,4,65,90,65,61,61,100,fearow -- generation 4
811,23,4,35,60,44,40,54,55,ekans -- generation 4
812,24,4,60,85,69,65,79,80,arbok -- generation 4
813,25,4,35,55,30,50,40,90,pikachu -- generation 4
814,26,4,60,90,55,90,80,100,raichu -- generation 4
815,27,4,50,75,85,20,30,40,sandshrew -- generation 4
816,28,4,75,100,110,45,55,65,sandslash -- generation 4
817,29,4,55,47,52,40,40,41,nidoranf -- generation 4
818,30,4,70,62,67,55,55,56,nidorina -- generation 4
819,31,4,90,82,87,75,85,76,nidoqueen -- generation 4
820,32,4,46,57,40,40,40,50,nidoranm -- generation 4
821,33,4,61,72,57,55,55,65,nidorino -- generation 4
822,34,4,81,92,77,85,75,85,nidoking -- generation 4
823,35,4,70,45,48,60,65,35,clefairy -- generation 4
824,36,4,95,70,73,85,90,60,clefable -- generation 4
825,37,4,38,41,40,50,65,65,vulpix -- generation 4
826,38,4,73,76,75,81,100,100,ninetales -- generation 4
827,39,4,115,45,20,45,25,20,jigglypuff -- generation 4
828,40,4,140,70,45,75,50,45,wigglytuff -- generation 4
829,41,4,40,45,35,30,40,55,zubat -- generation 4
830,42,4,75,80,70,65,75,90,golbat -- generation 4
831,43,4,45,50,55,75,65,30,oddish -- generation 4
832,44,4,60,65,70,85,75,40,gloom -- generation 4
833,45,4,75,80,85,100,90,50,vileplume -- generation 4
834,46,4,35,70,55,45,55,25,paras -- generation 4
835,47,4,60,95,80,60,80,30,parasect -- generation 4
836,48,4,60,55,50,40,55,45,venonat -- generation 4
837,49,4,70,65,60,90,75,90,venomoth -- generation 4
838,50,4,10,55,25,35,45,95,diglett -- generation 4
839,51,4,35,80,50,50,70,120,dugtrio -- generation 4
840,52,4,40,45,35,40,40,90,meowth -- generation 4
